"1";"1";"Inform";"알리다";"2";"48";"50"
"2";"1";"Advise";"충고하다";"2";"58";"58"
"3";"1";"Service";"봉사";"1";"63";"68"
"4";"1";"Provide";"공급하다, 준비하다";"3";"53";"54"
"5";"1";"Relationship";"관계";"1";"59";"60"
"6";"1";"Behave";"행동하다";"1";"69";"70"
"7";"1";"Improve";"향상시키다(하다) ";"2";"61";"63"
"8";"1";"Individual";"개인(의)";"3";"54";"54"
"9";"1";"Require";"필요로 하다, 요구하다";"3";"77";"77"
"10";"1";"Develop";"개발하다";"1";"111";"111"
"11";"1";"Social";"사회의";"2";"104";"105"
"12";"1";"Amount";" 총계(가 ~이 되다), 양";"2";"66";"71"
"13";"1";"Employ";"고용하다";"3";"58";"60"
"14";"1";"Terrible";"끔찍한";"3";"65";"65"
"15";"1";"Attitude";"입장";"3";"55";"57"
"16";"1";"Research";"연구(하다)";"2";"43";"44"
"17";"1";"Audience";"관객";"3";"58";"60"
"18";"1";"Volunteer";"자발적으로 ~하다";"2";"58";"61"
"19";"1";"Influence";"영향(을 끼치다) ";"3";"75";"76"
"20";"1";"International";"국제의";"2";"60";"61"
"21";"1";"Opportunity";"기회 ";"3";"57";"58"
"22";"1";"Ability";"능력";"2";"68";"69"
"23";"1";"Expense";"지출 ";"1";"70";"73"
"24";"1";"Involve";"포함하다, 말려들게 하다";"3";"56";"56"
"25";"1";"Stress";"강조(하다)";"2";"64";"65"
"26";"1";"Therefore";"그러므로";"1";"67";"70"
"27";"1";"Average";"평균(의)(이~가되다)";"2";"51";"52"
"28";"1";"Ride";"(탈 것을)타다 ";"1";"50";"52"
"29";"1";"Local";"지역의";"3";"60";"61"
"30";"1";"Encourage";"촉구하다";"2";"65";"68"
"31";"1";"Determine";"결심하다";"3";"55";"56"
"32";"1";"Comfort";"편안(하게 하다), 위로";"3";"58";"59"
"33";"1";"Consume";"소비하다";"3";"61";"64"
"34";"1";"Object";"물체, 목표";"3";"70";"73"
"35";"1";"Impress";"~에게 깊은 인상을 주다 ";"2";"42";"42"
"36";"1";"Available";"이용 가능한";"3";"58";"60"
"37";"1";"Contain";"함유하다";"3";"47";"49"
"38";"1";"Revenue";"수입, 수익";"2";"109";"120"
"39";"1";"Recognize";"인지하다, 인정하다";"3";"73";"74"
"40";"1";"Material";"재료, 물질(의)";"2";"60";"62"
"41";"2";"Positive";"긍정적인 ";"3";"98";"101"
"42";"2";"Emotion";"감정 ";"2";"49";"49"
"43";"2";"Amaze";"놀라게 하다 ";"2";"34";"34"
"44";"2";"Level";"수준(의), 수평(의)";"1";"36";"36"
"45";"2";"Discover";"발견하다";"1";"32";"32"
"46";"2";"Essence";"(사물의)본질, 정수";"3";"37";"38"
"47";"2";"Benefit";"이익(이 되다)";"2";"45";"45"
"48";"2";"Affect";"~에 영향을 미치다 ";"3";"33";"33"
"49";"2";"Reduce";"줄이다";"3";"40";"40"
"50";"2";"Chemistry";"화학";"2";"42";"43"
"51";"2";"Immediate";"직접의, 즉각적인 ";"3";"39";"39"
"52";"2";"Thus";"그러므로";"1";"36";"36"
"53";"2";"Proper";"적절한";"3";"37";"38"
"54";"2";"Profession";"직업";"1";"93";"96"
"55";"2";"Economic";"경제(학)의";"2";"84";"86"
"56";"2";"Cell";"세포";"2";"39";"39"
"57";"2";"Focus";"집중하다, 초점 ";"2";"39";"39"
"58";"2";"Issue";"논란거리";"3";"38";"39"
"59";"2";"Poetry";"운문";"1";"41";"43"
"60";"2";"Demand";"수요, 요구하다";"3";"29";"30"
"61";"2";"Occur";"발생하다 ";"3";"42";"43"
"62";"2";"Complex";"복잡한, 복합체 ";"3";"31";"31"
"63";"2";"Define";"정의하다, 한계짓다";"2";"35";"36"
"64";"2";"Proud";"자랑스러워하는";"1";"38";"41"
"65";"2";"Aware";"알고있는";"3";"79";"82"
"66";"2";"Contact";"접촉(하다)";"3";"29";"30"
"67";"2";"Performance";"공연";"2";"39";"39"
"68";"2";"Detail";"세부, 상세한 상술하다";"3";"55";"58"
"69";"2";"Approach";"접근(하다)";"3";"37";"40"
"70";"2";"Participate";"참여하다, 첨가하다";"3";"34";"34"
"71";"2";"Fashion";"유행, 방식";"1";"36";"37"
"72";"2";"Package";"꾸러미, 포장(하다)";"1";"40";"40"
"73";"2";"Disappear";"사라지다";"2";"41";"42"
"74";"2";"Career";"직업, 경력";"3";"41";"43"
"75";"2";"Secure";"안전한, 안전하게 하다";"3";"45";"46"
"76";"2";"Novel";"소설, 참신한";"3";"36";"36"
"77";"2";"Despite";"~에도 불구하고 ";"3";"30";"30"
"78";"2";"Background";"배경(지식)";"1";"32";"36"
"79";"2";"Solution";"해결(책)";"2";"91";"91"
"80";"2";"Generate";"일으키다";"3";"38";"40"
"81";"3";"Eventually";"결국 ";"2";"36";"36"
"82";"3";"Decrease";"감소(하다)";"3";"34";"39"
"83";"3";"Recycle";"재활용하다";"3";"33";"36"
"84";"3";"Desire";"바라다, 욕구";"2";"33";"35"
"85";"3";"Balance";"균형(을 이루다)";"1";"34";"34"
"86";"3";"Publish";"발표하다, 출판하다";"3";"45";"46"
"87";"3";"Congratulate";"축하하다";"2";"38";"39"
"88";"3";"Compose";"구성하다";"3";"33";"34"
"89";"3";"Follow";"~의 뒤를 잇다, 따라가다";"1";"37";"38"
"90";"3";"Negative";"부정적인";"3";"78";"83"
"91";"3";"Occasion";"경우, 특별한 일";"2";"44";"47"
"92";"3";"Replace";"~을 대체하다";"3";"33";"34"
"93";"3";"Expert";"전문가";"3";"31";"32"
"94";"3";"Term";"기간, 학기";"3";"29";"30"
